bank,type,region,year,roa,roe,revenue,netProfit,coreRevenueGrowth,revenueGrowth,netProfitGrowth,ppopGrowth,costIncomeRatio,feeAssetRatio,trueCoreNonInterest,volatileIncomeShare,cashProfitRatio,nim,nimGapBp,nimGapPoint,earningAssetYield,interestLiabilityCost,realLoanDepositSpread,timeDepositShare,corporateDemandDepositShare,personalDemandDepositShare,corporateTimeDeposit,personalTimeDeposit,npl,provisionCoverage,overdueRatio,specialMentionRatio,overdueNplDeviation,hiddenNplExposure,personalLoanNpl,corporateLoanNpl,housingLoanNpl,consumerLoanNpl,businessLoanNpl,creditCardLoanNpl,housingLoanShare,consumerLoanShare,businessLoanShare,retailRiskMax,retailRiskSpread,pb,pbMid,peTtm,divYield,divYieldTtm,totalMarketValue,turnoverRate,cet1,cet1Buffer,carBuffer,rwaDensity,estimatedRwa,estimatedRwaGrowth,rwaProfitGrowthGap,rwaAssetGrowthGap,pbChange,bondInvestment,fundInvestment,trustWmInvestment,tradAsset,fvociAssets,acAssets,htmInvest,afaAssets,debtInvestment,otherDebtInvestment,investmentAssetRatio,fairValueChgGain,fxGain,investIncome,otherNonInterestIncome,otherAssetImpairLoss,operatingCashFlow,cashflowInvAct,cashflowFncAct,depositGrowthCF,loanIssuanceCF,centralBankAdj,liquidityCoverageRatio,liquidityRatio,loanDepositRatio
中信银行,股份行,全国,2022,0.7589,10.8,21139200.0,6295000.0,2.16,3.34,11.66,1.48,30.53,0.433949,17.5465,,309.874504,1.97,-7.0,,4.11,2.19,,54.885056,37.987896,6.844267,185597700.0,94280300.0,1.27,201.19,1.595,1.6374,1.2559,2.9,1.03,1.72,,,,,,11.8481,17.8949,,,0.4516,0.445,3.9958,5.1002,6.0643,24369552.1412,0.0635,8.74,124.0,268.0,73.8605,631325493.0,8.70087,-2.95913,2.426268,-0.0045,174589100.0,43195800.0,26244700.0,55759400.0,,,,,,,28.549678,,,1972700.0,,,19506600.0,-11587300.0,-3253900.0,,,,168.03,62.61,
中信银行,股份行,全国,2023,0.7734,10.8,20589600.0,6806200.0,-6.29,-2.6,8.12,-5.27,32.35,0.357725,15.7278,,-1.34877,1.78,-17.0,,3.95,2.2,,53.174892,40.166312,6.306418,174509400.0,112538400.0,1.18,207.59,1.6264,1.5763,1.3783,2.75,1.21,1.37,,,,,,13.0727,20.1026,,,0.4431,0.5164,3.8992,5.7036,6.2193,25903472.0897,0.0687,8.99,149.0,243.0,74.3155,672740139.0,6.559951,-1.560049,0.652511,-0.0085,185401200.0,42115400.0,22774800.0,61382400.0,,,,,,,27.648919,,,2583400.0,,,-91800.0,188700.0,-6310200.0,,,,167.48,52.79,
中信银行,股份行,全国,2024,0.7476,9.79,21364600.0,6946800.0,1.06,3.76,2.07,3.61,32.49,0.326266,14.5577,,-260.597685,1.77,-4.0,,3.73,2.02,,56.833917,34.372181,7.614182,206231500.0,122168000.0,1.16,209.43,1.7943,1.6358,1.5468,2.8,1.25,1.27,,,,,,13.1508,20.6975,,,0.5671,0.5501,5.6017,4.0967,7.1983,37760409.3914,0.2523,9.72,222.0,286.0,74.1348,706706587.0,5.04897,2.97897,-0.256071,0.124,190522900.0,42759700.0,21133500.0,64739800.0,,,,,,,26.688715,,,2927000.0,,,-18103200.0,-2953200.0,22080300.0,,,,218.13,72.08,
中信银行,股份行,全国,2025,0.7271,9.39,21247500.0,7149000.0,-0.3,-0.55,2.91,0.78,31.61,0.323481,15.4239,,619.781788,1.63,-11.0,,3.21,1.61,1.6,57.965922,32.815767,7.825401,218564900.0,132086900.0,1.15,203.61,1.4261,1.625,1.2401,2.77,1.32,1.09,0.41,2.8,1.46,2.62,,11.9054,20.6212,,,0.5964,0.6723,6.1087,6.2776,4.6779,42846774.9433,0.1359,9.48,198.0,230.0,75.8783,768725000.0,8.775695,5.865695,2.499355,0.0293,223734300.0,42131400.0,20959500.0,678778.0,,,,,1312900.0,926913.0,28.311559,223.0,2126.0,28999.0,68006.0,233.0,44308200.0,,,,,,144.22,67.01,
光大银行,股份行,全国,2020,0.7505,10.71,14247900.0,3790500.0,,,,,26.38,0.453102,17.0713,,309.080596,2.29,,,4.59,2.39,,59.862529,24.740357,7.974085,153088500.0,52672300.0,1.38,182.71,2.1464,2.1523,1.5554,3.53,1.1932,1.5902,,,,,38.3739,13.5251,13.3514,,,0.655,0.5746,6.0626,3.8846,5.1633,21558731.1531,0.4354,9.02,152.0,340.0,71.5027,383834532.0,,,,,25195400.0,21293700.0,,30490800.0,,,,,,,8.660236,,,614900.0,,,11715700.0,-17356000.0,8675800.0,,,,150.47,,
光大银行,股份行,全国,2021,0.7744,10.64,15275100.0,4363900.0,3.3,7.21,15.13,4.76,28.02,0.462787,17.8814,,-257.20571,2.16,-13.0,,4.42,2.35,,61.014545,23.292182,6.949907,160634700.0,60257600.0,1.25,187.02,1.9866,1.8586,1.5893,3.11,1.08,1.44,,,,,39.5105,14.9619,14.2303,,,0.4914,0.5772,4.1425,6.2053,6.3253,17938596.8407,0.1894,8.91,141.0,287.0,71.252,420534031.0,9.561281,-5.568719,-0.38559,-0.1636,37164000.0,25353700.0,,38366600.0,,,,,,,10.592506,,,1080200.0,,,-11224200.0,-9341000.0,28603900.0,,,,136.39,,
光大银行,股份行,全国,2022,0.7382,10.27,15163200.0,4504000.0,0.67,-0.73,3.21,-0.68,27.88,0.424474,17.6374,,-125.217584,2.01,-14.0,,4.26,2.33,,61.311564,21.372392,6.607225,155216700.0,80703700.0,1.25,187.93,1.9568,1.8444,1.5654,3.09,1.09,1.45,,,,,38.8224,13.7212,16.9302,,,0.4222,0.4266,3.6933,6.8404,6.5472,16587803.3174,0.168,8.72,122.0,245.0,72.7058,458083398.0,8.928972,5.718972,2.178102,-0.0692,55255400.0,21403100.0,,40361700.0,,,,,,,12.167031,,,1138600.0,,,-5639800.0,-10309400.0,7056600.0,,,,130.24,,
光大银行,股份行,全国,2023,0.6284,8.38,14568500.0,4107600.0,-6.57,-3.92,-8.8,-4.33,28.17,0.3499,16.2666,,-8.798325,1.74,-25.0,,4.07,2.39,,59.55854,23.980067,6.19652,145194200.0,94521300.0,1.25,181.27,1.9465,1.8429,1.5572,3.09,1.36,1.24,,,,,38.6152,12.9365,19.7863,,,0.3866,0.4206,3.7326,6.1763,6.5517,17134809.8077,0.1991,9.18,168.0,300.0,71.2417,482505185.0,5.331297,14.131297,-2.164699,-0.0356,65942800.0,29656500.0,,43289600.0,,,,,,,14.11519,,,1054900.0,,,-361400.0,-20582500.0,19601900.0,,,,149.17,,
光大银行,股份行,全国,2024,0.6104,7.93,13541500.0,4191100.0,-11.77,-7.05,2.03,-9.26,29.81,0.274047,14.0834,,-488.659302,1.54,-23.0,,3.73,2.28,,61.572098,19.228645,7.609851,145952000.0,97721300.0,1.25,180.59,2.016,1.8395,1.6128,3.09,1.4,1.24,,,,,39.3076,13.3516,21.9941,,,0.4811,0.4068,5.5078,4.9096,4.4703,22866108.2606,0.4769,9.82,232.0,363.0,69.8739,486254069.0,0.776962,-1.253038,-1.972641,0.0945,72120800.0,27880400.0,,44310600.0,,,,,,,14.37001,,,1268500.0,,,-20480200.0,12368400.0,8499500.0,,,,151.17,,
光大银行,股份行,全国,2025,0.5542,7.0,12631100.0,3914100.0,-2.92,-6.72,-6.61,-5.83,29.13,0.282639,16.0334,,416.205513,1.4,-13.0,,3.21,1.89,,63.988269,17.379251,7.429894,151643400.0,106213200.0,1.27,174.14,2.1292,1.8453,1.6765,3.12,1.46,1.21,,,,,39.705,13.6471,21.5056,,,0.4146,0.5093,5.1168,4.957,5.4155,20620857.3203,0.2636,9.69,219.0,321.0,71.2526,510547775.0,4.996093,11.606093,2.031624,-0.0665,199077700.0,18758800.0,,,,,,,,,30.401508,-700.0,1023.0,15398.0,13958.0,5.0,16290700.0,,,,,,143.11,,
兴业银行,股份行,全国,2020,0.9,12.62,20313700.0,6768100.0,,,,,24.16,0.477705,18.5638,,-50.572539,2.36,,,4.47,2.36,,52.279753,31.914292,8.028061,171173300.0,40188200.0,1.25,218.83,1.3193,1.3719,1.0554,2.62,1.04,0.0,0.53,,0.67,,61.4218,,8.2146,0.67,0.14,0.846,0.6462,6.9002,3.3062,3.6512,43355736.0973,0.5804,9.33,183.0,297.0,71.7377,566297699.0,,,,,108627600.0,55093700.0,76336300.0,82392700.0,,,,,,,30.410134,,,2615400.0,,,-3422800.0,23400200.0,2963600.0,,,,190.25,,
兴业银行,股份行,全国,2021,1.0161,13.94,22123600.0,8381600.0,3.94,8.91,23.84,7.05,25.68,0.496105,19.2916,,-465.031736,2.29,-9.0,,4.36,2.34,,51.329551,33.270108,7.769771,175463300.0,45820500.0,1.1,268.73,1.4675,1.5236,1.3341,2.62,1.01,0.0,0.49,,0.52,,59.6388,,10.8037,0.52,0.03,0.6843,0.77,5.0203,4.0021,4.2122,39554059.1899,0.2824,9.81,231.0,389.0,70.9362,610265462.0,7.764072,-16.075928,-1.217737,-0.1617,120631500.0,59290400.0,74291600.0,90979400.0,,,,,,,29.549319,,,2847800.0,,,-38977100.0,7965400.0,12458800.0,,,,138.86,,
兴业银行,股份行,全国,2022,1.0343,13.85,22237400.0,9241400.0,1.04,0.51,10.26,-5.08,29.37,0.486054,20.2546,,-372.873158,2.1,-19.0,,4.14,2.31,,55.060859,29.332579,8.228741,191248400.0,69573900.0,1.09,236.44,1.6705,1.4854,1.5326,2.58,1.47,0.0,0.56,,0.56,,55.5915,,14.1851,0.56,0.0,0.5702,0.6647,4.04,4.5594,5.884,36541895.2892,0.2422,9.81,231.0,394.0,72.7769,674399584.0,10.509217,0.249217,2.795104,-0.1141,132804100.0,63097800.0,63449500.0,99985500.0,,,,,,,27.987548,,,3022200.0,,,-34458700.0,-205900.0,-2224800.0,,,,110.24,,
兴业银行,股份行,全国,2023,0.7995,10.64,21083100.0,7765400.0,-8.44,-5.19,-15.97,-6.02,29.97,0.273224,13.1646,,558.396219,1.93,-17.0,,4.0,2.34,,54.671619,28.621707,7.336629,182935200.0,97916900.0,1.07,245.21,1.3603,1.5464,1.2713,2.62,1.42,0.0,0.56,,0.79,,54.4389,,16.4659,0.79,0.23,0.4849,0.4758,3.9836,6.3849,7.3288,33675124.3947,0.2423,9.76,226.0,363.0,71.9714,731108988.0,8.408873,24.378873,-1.213299,-0.0853,159796200.0,59618200.0,63041500.0,95770800.0,,,,,,,27.805359,,,3069900.0,,,43361700.0,-11690100.0,-19095500.0,,,,156.47,54.82,
兴业银行,股份行,全国,2024,0.7499,9.89,21222600.0,7749100.0,-1.18,0.66,-0.21,1.3,29.5,0.229313,11.3539,,-306.174911,1.82,-11.0,,3.72,2.17,,54.029828,29.351035,8.033735,186912100.0,111998900.0,1.07,237.78,1.5903,1.7102,1.4863,2.78,1.35,0.0,0.6,,0.8,,54.5553,,17.6711,0.8,0.2,0.5313,0.4995,5.2961,6.2004,5.428,39803562.0974,0.3915,9.75,225.0,378.0,74.6767,784694678.0,7.329371,7.539371,3.888135,0.0464,168241800.0,57231200.0,52524200.0,92318900.0,,,,,,,26.456024,,,3620200.0,,,-23725800.0,2343800.0,19489400.0,,,,169.24,65.7,
兴业银行,股份行,全国,2025,0.7208,9.15,21274100.0,7785400.0,1.42,0.24,0.47,0.26,29.56,0.233373,12.1702,,839.592057,1.71,-5.0,,3.24,1.74,,56.36887,25.92541,8.288818,203762400.0,130483300.0,1.08,228.41,1.4938,1.6876,1.3831,2.77,1.38,0.0,0.6,2.72,1.29,3.34,55.7156,,18.673,1.29,0.69,0.5728,0.6293,5.7671,4.8476,5.0332,44568966.2004,0.244,9.7,220.0,306.0,76.2514,845952802.0,7.806619,7.336619,2.226454,0.0415,177238800.0,62674700.0,50293800.0,930715.0,,,,,1919255.0,697208.0,26.158338,8983.0,920.0,27319.0,57527.0,,65365600.0,,,,,,174.79,65.72,
华夏银行,股份行,全国,2020,0.6718,8.64,9530900.0,2156800.0,,,,,27.93,0.310546,11.0777,,161.160052,2.59,,,4.66,2.18,,44.430054,38.002618,7.350701,58960900.0,21827600.0,1.8,147.22,1.9558,3.4287,1.0866,5.23,1.65,2.03,,,,,,,,,,0.4506,0.4424,4.6278,2.784,3.984,9617014.9894,0.2524,8.79,129.0,258.0,74.3809,252881498.0,,,,,64815800.0,7711200.0,15338500.0,12384800.0,,,,,,,25.844193,,,187000.0,,,3475900.0,-6170400.0,3222400.0,,,,133.07,57.94,
华夏银行,股份行,全国,2021,0.6756,9.04,9587000.0,2390300.0,-3.96,0.59,10.83,-0.93,29.06,0.251667,9.6506,,297.096599,2.35,-22.0,,4.52,2.26,,47.750508,34.542679,6.867913,65245000.0,25689300.0,1.77,150.99,1.8774,3.0959,1.0607,4.87,1.76,1.94,,,,,,,,,,0.3731,0.4226,3.6903,4.4464,5.375,8616845.4305,0.1412,8.78,128.0,232.0,74.4055,273535881.0,8.167613,-2.662387,0.035673,-0.0775,70351500.0,12881100.0,21442300.0,23475700.0,,,,,,,28.472995,,,406800.0,,,7101500.0,-10372100.0,1045000.0,,,,138.15,64.43,
华夏银行,股份行,全国,2022,0.6729,9.0,9380800.0,2549000.0,-4.72,-2.15,6.64,-3.71,30.13,0.26586,11.0534,,309.827383,2.1,-19.0,,4.28,2.21,,52.595507,27.596161,6.680495,74765900.0,33784600.0,1.75,159.88,1.867,2.7839,1.0669,4.53,1.51,2.02,,,,,,,,,,0.3349,0.3306,3.383,5.6073,6.2966,8259847.8749,0.0986,9.24,174.0,277.0,72.8636,284180106.0,3.891345,-2.748655,-2.198495,-0.0382,77729500.0,14777800.0,26192800.0,35958400.0,,,,,,,30.43462,,,624700.0,,,7897500.0,-8633000.0,1950800.0,,,,150.11,70.78,
华夏银行,股份行,全国,2023,0.6584,8.71,9320700.0,2684500.0,-9.23,-0.64,5.32,-2.46,31.37,0.150467,6.8686,,943.106724,1.82,-30.0,,4.02,2.25,,59.006547,28.237443,6.775292,88834200.0,36846500.0,1.67,160.06,1.9617,2.7378,1.1747,4.41,1.69,1.76,,,,,,,,,,0.3315,0.3242,3.4515,5.8148,6.8149,8944189.799,0.3493,9.16,166.0,173.0,72.0402,306514309.0,7.859172,2.539172,-1.232721,-0.0034,115397700.0,19476700.0,14559000.0,31658600.0,,,,,,,35.121414,,,942500.0,,,25317700.0,-26774800.0,2872200.0,,,,129.43,72.83,
华夏银行,股份行,全国,2024,0.6533,8.84,9714600.0,2819600.0,-12.15,4.23,5.03,6.71,29.8,0.124369,5.6029,,150.712867,1.59,-16.0,,3.76,2.15,,60.875907,25.328186,7.061036,90996100.0,39970500.0,1.6,161.89,1.7021,2.5793,1.0638,4.18,1.8,1.59,,,,,,,,,,0.4369,0.3561,4.7356,4.7815,4.794,12747857.7029,0.3617,9.77,227.0,294.0,71.2036,311622024.0,1.666387,-3.363613,-1.194522,0.1054,116545300.0,29797500.0,11981300.0,43799400.0,,,,,,,36.176037,,,1570000.0,,,4249500.0,-1116400.0,-3470700.0,,,,149.16,86.46,
华夏银行,股份行,全国,2025,0.609,8.32,9191400.0,2775100.0,1.51,-5.39,-1.58,-6.59,30.61,0.117696,6.0665,,248.866708,1.56,2.0,,3.36,1.73,,57.181575,24.664284,6.821811,92458700.0,43730600.0,1.55,143.3,1.614,2.6719,1.0413,4.22,2.11,1.42,1.01,,,6.38,,,,,,0.3543,0.4127,4.0275,5.5895,5.8952,10933555.8575,0.2177,9.38,188.0,266.0,71.6303,339357143.0,8.900244,10.480244,0.648702,-0.0826,130061100.0,28134200.0,7610000.0,473728.0,,,,,867197.0,371160.0,34.997601,-3535.0,,20073.0,28966.0,,6906300.0,,,,,,154.93,88.92,
平安银行,股份行,全国,2020,0.6881,9.58,15354200.0,2892800.0,,,,,29.11,0.973053,28.3186,,-55.866289,2.53,,,4.75,2.32,,53.900015,25.971169,9.063161,102907400.0,41173700.0,1.18,201.4,1.6147,1.114,1.3684,2.29,1.13,1.39,0.31,,,,32.9224,,,0.31,0.0,1.2994,0.8796,13.9148,0.6634,1.1272,37531045.7949,0.4764,8.69,119.0,279.0,70.5155,315099323.0,,,,,83337200.0,9939200.0,15516500.0,31127000.0,,,,,,,24.34655,,,992100.0,,,-1616100.0,1594400.0,10340100.0,,,,127.68,62.05,
平安银行,股份行,全国,2021,0.7739,10.85,16938300.0,3633600.0,7.17,10.32,25.61,11.62,28.3,0.671803,19.5191,,-530.418868,2.79,31.0,,4.95,2.21,,62.18773,29.62362,8.18865,131405600.0,52783200.0,1.02,288.42,1.8771,1.4172,1.8403,2.44,1.21,0.82,0.34,,,,34.2806,,,0.34,0.0,1.0028,1.4503,8.967,1.3228,1.0922,31980953.1903,0.9022,8.6,110.0,284.0,72.4806,356704648.0,13.203876,-12.406124,3.069276,-0.2966,93601900.0,11792300.0,17781300.0,38970300.0,,,,,,,25.028651,,,1224300.0,,,-19273300.0,-4045500.0,18106400.0,,,,103.52,55.57,
平安银行,股份行,全国,2022,0.8887,12.36,17989500.0,4551600.0,4.52,6.21,25.26,7.49,27.45,0.567658,16.792,,295.658669,2.75,-7.0,,4.83,2.16,,64.490757,26.54008,8.969162,139852500.0,73785000.0,1.05,290.28,1.8953,1.82,1.805,2.87,1.32,0.72,0.37,,,,38.263,,,0.37,0.0,0.7185,0.8646,5.8227,1.3678,1.7325,25538188.3486,0.4215,8.64,114.0,251.0,74.6808,397415065.0,11.41292,-13.84708,3.282396,-0.2843,100194600.0,18422800.0,10466900.0,44613300.0,,,,,,,24.257063,,,1324300.0,,,13457200.0,1785800.0,-16140500.0,,,,115.6,55.19,
平安银行,股份行,全国,2023,0.8517,11.38,16469900.0,4645500.0,-8.06,-8.45,2.06,-9.13,27.9,0.526748,17.869,,199.033473,2.38,-36.0,,4.58,2.27,,64.977761,26.501228,8.521012,129670200.0,91728200.0,1.06,277.63,1.7579,1.753,1.6584,2.81,1.37,0.74,0.3,1.23,0.83,,15.3494,27.5717,31.0847,1.23,0.93,0.4603,0.5784,3.7578,2.4281,3.0351,18222157.1879,0.44,9.22,172.0,293.0,74.7349,417552494.0,5.067103,3.007103,0.076005,-0.2582,103527900.0,16517400.0,12566600.0,45029300.0,,,,,,,23.735305,,,1605400.0,,,9246100.0,-2614200.0,808900.0,,,,112.34,68.01,
平安银行,股份行,全国,2024,0.7838,10.08,14669500.0,4450800.0,-20.27,-10.93,-4.19,-10.59,27.66,0.417938,16.4368,,142.302507,1.87,-48.0,,3.97,2.14,,66.2896,23.577247,10.133153,141335400.0,92910700.0,1.06,250.71,1.8119,1.9253,1.7093,2.99,1.39,0.79,0.47,1.35,1.02,,18.4531,26.8601,30.0713,1.35,0.88,0.5399,0.4739,4.8776,2.4359,8.2479,22704924.2917,0.7603,9.12,162.0,261.0,77.0426,444479786.0,6.44884,10.63884,3.188589,0.0796,117691900.0,18618600.0,17546100.0,62957100.0,,,,,,,26.668296,,,2460400.0,,,6333600.0,-3185900.0,-7393300.0,,,,136.15,68.91,
平安银行,股份行,全国,2025,0.7291,9.15,13144200.0,4263300.0,-4.78,-10.4,-4.21,-12.1,29.06,0.403221,18.1784,,740.876786,1.78,-7.0,,3.43,1.67,,65.682917,23.731207,10.585876,144502400.0,90823400.0,1.05,220.88,1.6087,1.7497,1.5321,2.8,1.23,0.94,0.28,1.12,1.17,2.24,20.5609,26.8059,29.1605,1.17,0.89,0.4943,0.537,5.1352,8.4575,5.2411,22142152.6639,0.3044,9.36,186.0,327.0,78.8922,467497458.0,5.178564,9.388564,2.465794,-0.0456,112146600.0,17154400.0,31487900.0,765101.0,,,,,781961.0,163904.0,27.133809,-2518.0,960.0,20474.0,19527.0,160.0,31585800.0,,,,,,132.87,62.81,
招商银行,股份行,全国,2020,1.2417,15.73,29048200.0,9795900.0,,,,,33.3,0.950625,27.3635,,430.106473,2.49,,,4.13,1.73,,34.142986,40.973638,24.883376,128955600.0,63212600.0,1.07,437.68,1.1248,0.8096,1.0512,1.88,0.81,1.58,0.29,,0.64,,47.5471,,17.7434,0.64,0.35,1.7899,1.3988,12.0178,2.1388,2.7304,110841221.4164,0.432,12.29,479.0,604.0,59.3854,496547763.0,,,,,178750400.0,13683200.0,,49572300.0,,,,,,,23.014387,,,1916200.0,,,42132800.0,-24075300.0,-21178700.0,,,,125.8,42.31,
招商银行,股份行,全国,2021,1.3723,16.96,33125300.0,12083400.0,12.8,14.04,23.35,14.38,33.12,1.021157,28.512,,150.659583,2.48,-1.0,,3.98,1.59,,33.659583,41.795878,24.544538,140610700.0,73029300.0,0.91,483.87,1.031,0.8368,1.133,1.75,0.81,1.24,0.28,,0.62,,46.0007,,18.8056,0.62,0.34,1.7427,2.0366,10.7426,2.4636,2.5724,122845867.9225,0.239,12.66,516.0,698.0,60.1589,556410755.0,12.055838,-11.294162,1.440775,-0.0472,188400700.0,16277000.0,,34812300.0,,,,,,,22.129661,,,2185200.0,,,18204800.0,-1969700.0,8935900.0,,,,164.82,,
招商银行,股份行,全国,2022,1.4369,17.06,34478300.0,13929400.0,4.74,4.08,15.28,4.41,32.88,0.929833,27.3433,,409.309087,2.4,-11.0,,3.89,1.61,,37.019672,36.660902,26.319425,166888200.0,112082500.0,0.96,450.79,1.2937,1.2141,1.3476,2.17,0.89,1.26,0.35,,0.64,,43.9374,,19.9583,0.64,0.29,1.1759,1.3886,7.0532,3.3629,4.0848,93969144.7093,0.2536,13.68,618.0,727.0,57.6095,584097918.0,4.976029,-10.303971,-4.645433,-0.5668,243885100.0,20053900.0,,42346700.0,,,,,,,26.03228,,,2053800.0,,,57014300.0,-51392600.0,-29703200.0,,,,164.92,,
招商银行,股份行,全国,2023,1.3984,16.22,33912300.0,14800600.0,-4.39,-1.64,6.25,-1.76,32.96,0.762643,24.8016,,241.715201,2.15,-25.0,,3.76,1.73,,45.137257,32.428485,22.434258,201583700.0,166530400.0,0.95,437.7,1.2596,1.0959,1.3259,2.05,0.89,1.19,0.37,1.09,0.61,,40.3006,8.771,21.8535,1.09,0.72,0.7868,0.96,4.8394,5.4709,6.2473,70161610.462,0.3179,13.73,623.0,738.0,59.9164,660786913.0,13.129476,6.879476,4.355645,-0.3891,284468500.0,24230400.0,,52614500.0,,,,,,,27.991057,,,2217600.0,,,35775300.0,-25510700.0,-7298900.0,,,,159.82,,
招商银行,股份行,全国,2024,1.2904,14.49,33748800.0,14955900.0,-5.16,-0.48,1.05,1.14,31.89,0.593267,21.3619,,298.894082,1.98,-17.0,,3.5,1.64,,47.753855,30.47698,21.769165,229118800.0,205278300.0,0.95,411.98,1.3338,1.2932,1.404,2.24,0.96,1.06,0.48,1.04,0.79,,38.8915,10.8697,22.6482,1.04,0.56,0.9891,0.8903,6.7935,4.4224,5.0178,99113993.2119,0.312,14.86,736.0,855.0,56.6636,688578478.0,4.205829,3.155829,-5.981909,0.2023,319645600.0,34395100.0,,61701800.0,,,,,,,29.13427,,,2988000.0,,,44702300.0,-29285900.0,214900.0,,,,173.85,,
招商银行,股份行,全国,2025,1.1983,13.44,33753200.0,15112600.0,2.64,0.01,1.05,-0.19,31.98,0.575784,22.2966,,298.728875,1.87,-8.0,,3.04,1.26,,49.208246,28.070918,22.720836,257912400.0,226106300.0,0.94,391.79,1.2489,1.431,1.3286,2.37,1.06,0.89,0.51,1.02,1.22,1.74,38.3108,11.4686,23.539,1.22,0.71,0.9742,1.0873,7.1269,4.6841,4.7506,106175549.9802,0.2686,14.16,666.0,774.0,57.6759,753854715.0,9.479854,8.429854,1.921557,-0.0149,371759400.0,26522200.0,,,,,,,,,30.471742,-9561.0,3228.0,9271.0,46681.0,189.0,45145700.0,,,,,,175.51,,
民生银行,股份行,全国,2020,0.515,6.81,18495100.0,3510200.0,,,,,26.19,0.39803,14.9575,,-234.750157,2.14,,,4.53,2.41,,58.709867,34.54085,6.538858,167387400.0,51493200.0,1.82,139.38,2.0262,2.9756,1.1133,4.8,1.96,0.0,0.22,,2.77,,32.0244,,32.5528,2.77,2.55,0.4918,0.531,4.9907,6.6346,7.1154,22766857.621,0.2266,8.51,101.0,254.0,78.0607,542539877.0,,,,,170640300.0,19074400.0,15209000.0,32248000.0,,,,,,,29.484436,,,1601900.0,,,-8240200.0,757500.0,9205000.0,,,,128.37,,
民生银行,股份行,全国,2021,0.5014,6.59,16880400.0,3485300.0,-5.86,-8.73,-0.71,-12.53,29.17,0.396474,16.3302,,445.921441,1.91,-31.0,,4.21,2.4,,61.066842,32.185273,6.580369,172877400.0,57696400.0,1.79,145.3,2.1684,2.8499,1.2114,4.64,1.65,0.0,0.26,,2.13,,34.1961,,33.1544,2.13,1.87,0.3509,0.4062,5.2592,9.4872,5.4615,17075143.2158,0.1771,9.04,154.0,314.0,77.3655,537905425.0,-0.854214,-0.144214,-0.890947,-0.1409,168406300.0,19101100.0,10045600.0,30068400.0,,,,,,,28.413502,,,1146700.0,,,15541700.0,11790800.0,-26672000.0,,,,133.42,,
民生银行,股份行,全国,2022,0.5036,6.31,14247600.0,3577700.0,-16.7,-15.6,2.65,-23.59,35.61,0.279423,14.2298,,464.748302,1.6,-30.0,,3.91,2.4,,67.1866,25.39442,7.253513,195224200.0,73087300.0,1.68,142.49,1.9888,2.891,1.1838,4.57,1.5,0.0,0.5,,1.61,,32.9114,,35.6857,1.61,1.11,0.3,0.3281,4.6232,6.1739,6.1739,15104934.3832,0.1297,9.17,167.0,264.0,76.0583,551853881.0,2.593106,-0.056894,-1.763234,-0.0509,186327600.0,23545200.0,6397400.0,38907000.0,,,,,,,29.807049,,,1490800.0,,,16627300.0,-11232700.0,-9620500.0,,,,134.89,,
民生银行,股份行,全国,2023,0.482,6.1,14081700.0,3598600.0,-4.75,-1.16,0.58,-2.07,36.1,0.250633,13.6603,,204.735175,1.46,-14.0,,3.8,2.43,,68.988931,23.927791,6.908517,204410300.0,91069500.0,1.48,149.69,2.0047,2.7031,1.3545,4.18,1.52,1.46,0.67,,1.2,,30.9077,,36.8758,1.2,0.53,0.3112,0.3155,4.6694,5.6952,5.7219,16374624.5197,0.1657,9.28,178.0,264.0,74.9056,574898021.0,4.175768,3.595768,-1.603048,0.0112,202652000.0,13155700.0,5185500.0,32054700.0,,,,,,,28.794034,,,1613400.0,,,7367600.0,4176400.0,-726000.0,,,,146.06,66.63,
民生银行,股份行,全国,2024,0.4225,5.18,13629000.0,3272200.0,-3.89,-3.21,-9.07,-5.47,37.65,0.233462,13.3869,,-707.896828,1.39,-9.0,,3.55,2.27,,65.82364,24.74221,9.341613,189549000.0,90141900.0,1.47,141.94,2.0887,2.7047,1.4209,4.17,1.8,1.26,0.96,,1.54,,31.5843,,36.317,1.54,0.58,0.33,0.3049,5.5243,5.1816,8.3777,18082138.8413,0.8698,9.36,186.0,239.0,74.7499,584168348.0,1.612517,10.682517,-0.211648,0.0188,213304300.0,16189800.0,5046400.0,37745700.0,,,,,,,30.011699,,,1545600.0,,,-23163800.0,-4282100.0,22186000.0,,,,161.99,82.95,
民生银行,股份行,全国,2025,0.3909,4.93,14286500.0,3058200.0,1.29,4.82,-6.54,8.37,35.7,0.233908,12.824,,-514.930351,1.4,3.0,,3.12,1.81,1.31,65.338193,24.504084,10.119217,183727600.0,95739400.0,1.49,142.04,2.1623,2.7354,1.4512,4.23,1.92,0.0,0.77,,1.63,3.87,34.1532,,35.0037,1.63,0.86,0.2984,0.3732,5.5247,9.0339,5.1697,16768666.2863,0.6555,9.38,188.0,256.0,76.7345,601028331.0,2.886151,9.426151,2.660968,-0.0316,218137700.0,13464700.0,4853600.0,,,,,,,,30.188826,3356.0,778.0,15345.0,24418.0,,-15747600.0,,,,,,135.6,75.23,
