bank,year,metric,status,missingReason,selectedSource,mainValue,tushareValue,scrapedValue,scrapedSource,relatedScrapedTables
浙商银行,2020,investIncome,available,,tushare,,702300.0,,,
浙商银行,2020,otherNonInterestIncome,source_missing,三源均缺,,,,,,
浙商银行,2020,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
浙商银行,2020,operatingCashFlow,available,,main,4958000.0,4958000.0,,,
浙商银行,2020,cashflowInvAct,available,,tushare,,-88000.0,,,
浙商银行,2020,cashflowFncAct,available,,tushare,,1747900.0,,,
浙商银行,2020,depositGrowthCF,source_missing,三源均缺,,,,,,
浙商银行,2020,loanIssuanceCF,source_missing,三源均缺,,,,,,
浙商银行,2020,centralBankAdj,source_missing,三源均缺,,,,,,
浙商银行,2020,liquidityCoverageRatio,available,,main,111.49,,,,
浙商银行,2020,liquidityRatio,available,,main,42.52,,,,
浙商银行,2020,loanDepositRatio,source_missing,三源均缺,,,,,,
浙商银行,2021,roa,available,,main,0.5959,,,,
浙商银行,2021,roe,available,,main,9.83,,,,
浙商银行,2021,revenue,available,,main,5447100.0,5447100.0,,,
浙商银行,2021,netProfit,available,,main,1291600.0,1291600.0,,,
浙商银行,2021,coreRevenueGrowth,available,,main,11.26,,,,
浙商银行,2021,revenueGrowth,available,,main,14.19,,,,
浙商银行,2021,netProfitGrowth,available,,main,2.84,,,,
浙商银行,2021,ppopGrowth,available,,main,14.8,,,,
浙商银行,2021,costIncomeRatio,available,,main,25.31,25.3052,,,
浙商银行,2021,feeAssetRatio,available,,main,0.177109,0.1771,,,
浙商银行,2021,trueCoreNonInterest,available,,main,7.4351,,,,
浙商银行,2021,volatileIncomeShare,source_missing,三源均缺,,,,,,
浙商银行,2021,cashProfitRatio,available,,main,-287.109012,-287.109,,,
浙商银行,2021,nim,available,,main,2.27,,,,
浙商银行,2021,nimGapBp,available,,main,8.0,,,,
浙商银行,2021,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2021,earningAssetYield,available,,main,4.61,,,,
浙商银行,2021,interestLiabilityCost,available,,main,2.54,,,,
浙商银行,2021,realLoanDepositSpread,source_missing,三源均缺,,,,,,
浙商银行,2021,timeDepositShare,available,,main,54.459933,,,,
浙商银行,2021,corporateDemandDepositShare,available,,main,40.507991,,,,
浙商银行,2021,personalDemandDepositShare,available,,main,4.906387,,,,
浙商银行,2021,corporateTimeDeposit,available,,main,64489700.0,,,,
浙商银行,2021,personalTimeDeposit,available,,main,11682700.0,,,,
浙商银行,2021,npl,available,,main,1.53,,,,
浙商银行,2021,provisionCoverage,available,,main,174.61,,,,
浙商银行,2021,overdueRatio,available,,main,1.6684,,,,
浙商银行,2021,specialMentionRatio,available,,main,2.2241,,,,
浙商银行,2021,overdueNplDeviation,available,,main,1.0905,,,,
浙商银行,2021,hiddenNplExposure,available,,main,3.75,,,,
浙商银行,2021,personalLoanNpl,available,,main,1.07,,,,
浙商银行,2021,corporateLoanNpl,available,,main,1.88,,,,
浙商银行,2021,housingLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2021,consumerLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2021,businessLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2021,creditCardLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2021,housingLoanShare,available,,main,23.8127,,,,
浙商银行,2021,consumerLoanShare,available,,main,31.7109,,,,
浙商银行,2021,businessLoanShare,available,,main,44.4765,,,,
浙商银行,2021,retailRiskMax,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2021,retailRiskSpread,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2021,pb,available,,main,0.6092,,,,
浙商银行,2021,pbMid,available,,main,0.7081,,,,
浙商银行,2021,peTtm,available,,tushare_market,,5.8417,,,
浙商银行,2021,divYield,available,,tushare_market,,6.8571,,,
浙商银行,2021,divYieldTtm,available,,tushare_market,,4.6,,,
浙商银行,2021,totalMarketValue,available,,tushare_market,,7444043.8723,,,
浙商银行,2021,turnoverRate,available,,tushare_market,,0.1822,,,
浙商银行,2021,cet1,available,,main,8.13,,,,
浙商银行,2021,cet1Buffer,available,,main,63.0,,,,
浙商银行,2021,carBuffer,available,,main,239.0,,,,
浙商银行,2021,rwaDensity,available,,main,65.9373,,,,
浙商银行,2021,estimatedRwa,available,,main,150780450.0,,,,
浙商银行,2021,estimatedRwaGrowth,available,,main,13.356235,,,,
浙商银行,2021,rwaProfitGrowthGap,available,,main,10.516235,,,,
浙商银行,2021,rwaAssetGrowthGap,available,,main,1.712104,,,,
浙商银行,2021,pbChange,available,,main,-0.1557,,,,
浙商银行,2021,bondInvestment,available,,main,33688900.0,,,,
浙商银行,2021,fundInvestment,available,,main,8888100.0,,,,
浙商银行,2021,trustWmInvestment,available,,main,9812200.0,,,,
浙商银行,2021,tradAsset,available,,tushare,,17919700.0,,,
浙商银行,2021,fvociAssets,source_missing,三源均缺,,,,,,
浙商银行,2021,acAssets,source_missing,三源均缺,,,,,,
浙商银行,2021,htmInvest,source_missing,三源均缺,,,,,,
浙商银行,2021,afaAssets,source_missing,三源均缺,,,,,,
浙商银行,2021,debtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2021,otherDebtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2021,investmentAssetRatio,available,,main,22.910164,,,,
浙商银行,2021,fairValueChgGain,source_missing,三源均缺,,,,,,
浙商银行,2021,fxGain,source_missing,三源均缺,,,,,,
浙商银行,2021,investIncome,available,,tushare,,418700.0,,,
浙商银行,2021,otherNonInterestIncome,source_missing,三源均缺,,,,,,
浙商银行,2021,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
浙商银行,2021,operatingCashFlow,available,,main,-3708300.0,-3708300.0,,,
浙商银行,2021,cashflowInvAct,available,,tushare,,-7772200.0,,,
浙商银行,2021,cashflowFncAct,available,,tushare,,9423800.0,,,
浙商银行,2021,depositGrowthCF,source_missing,三源均缺,,,,,,
浙商银行,2021,loanIssuanceCF,source_missing,三源均缺,,,,,,
浙商银行,2021,centralBankAdj,source_missing,三源均缺,,,,,,
浙商银行,2021,liquidityCoverageRatio,available,,main,163.5,,,,
浙商银行,2021,liquidityRatio,available,,main,54.36,,,,
浙商银行,2021,loanDepositRatio,source_missing,三源均缺,,,,,,
浙商银行,2022,roa,available,,main,0.57,,,,
浙商银行,2022,roe,available,,main,9.01,,,,
浙商银行,2022,revenue,available,,main,6108500.0,6108500.0,,,
浙商银行,2022,netProfit,available,,main,1398900.0,1398900.0,,,
浙商银行,2022,coreRevenueGrowth,available,,main,12.72,,,,
浙商银行,2022,revenueGrowth,available,,main,12.14,,,,
浙商银行,2022,netProfitGrowth,available,,main,8.31,,,,
浙商银行,2022,ppopGrowth,available,,main,9.52,,,,
浙商银行,2022,costIncomeRatio,available,,main,27.46,27.4601,,,
浙商银行,2022,feeAssetRatio,available,,main,0.182728,0.1827,,,
浙商银行,2022,trueCoreNonInterest,available,,main,7.8432,,,,
浙商银行,2022,volatileIncomeShare,source_missing,三源均缺,,,,,,
浙商银行,2022,cashProfitRatio,available,,main,1199.263707,1199.2637,,,
浙商银行,2022,nim,available,,main,2.21,,,,
浙商银行,2022,nimGapBp,available,,main,-5.0,,,,
浙商银行,2022,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2022,earningAssetYield,available,,main,4.37,,,,
浙商银行,2022,interestLiabilityCost,available,,main,2.35,,,,
浙商银行,2022,realLoanDepositSpread,source_missing,三源均缺,,,,,,
浙商银行,2022,timeDepositShare,available,,main,59.11694,,,,
浙商银行,2022,corporateDemandDepositShare,available,,main,37.033932,,,,
浙商银行,2022,personalDemandDepositShare,available,,main,3.770966,,,,
浙商银行,2022,corporateTimeDeposit,available,,main,83006400.0,,,,
浙商银行,2022,personalTimeDeposit,available,,main,15091600.0,,,,
浙商银行,2022,npl,available,,main,1.47,,,,
浙商银行,2022,provisionCoverage,available,,main,182.19,,,,
浙商银行,2022,overdueRatio,available,,main,1.9699,,,,
浙商银行,2022,specialMentionRatio,available,,main,2.4061,,,,
浙商银行,2022,overdueNplDeviation,available,,main,1.3401,,,,
浙商银行,2022,hiddenNplExposure,available,,main,3.87,,,,
浙商银行,2022,personalLoanNpl,available,,main,1.5,,,,
浙商银行,2022,corporateLoanNpl,available,,main,1.63,,,,
浙商银行,2022,housingLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2022,consumerLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2022,businessLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2022,creditCardLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2022,housingLoanShare,available,,main,25.665,,,,
浙商银行,2022,consumerLoanShare,available,,main,29.2614,,,,
浙商银行,2022,businessLoanShare,available,,main,38.1164,,,,
浙商银行,2022,retailRiskMax,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2022,retailRiskSpread,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2022,pb,available,,main,0.4635,,,,
浙商银行,2022,pbMid,available,,main,0.5496,,,,
浙商银行,2022,peTtm,available,,tushare_market,,4.5954,,,
浙商银行,2022,divYield,available,,tushare_market,,5.4762,,,
浙商银行,2022,divYieldTtm,source_missing,三源均缺,,,,,,
浙商银行,2022,totalMarketValue,available,,tushare_market,,6252996.8527,,,
浙商银行,2022,turnoverRate,available,,tushare_market,,0.4588,,,
浙商银行,2022,cet1,available,,main,8.05,,,,
浙商银行,2022,cet1Buffer,available,,main,55.0,,,,
浙商银行,2022,carBuffer,available,,main,110.0,,,,
浙商银行,2022,rwaDensity,available,,main,64.4008,,,,
浙商银行,2022,estimatedRwa,available,,main,168854310.0,,,,
浙商银行,2022,estimatedRwaGrowth,available,,main,11.986872,,,,
浙商银行,2022,rwaProfitGrowthGap,available,,main,3.676872,,,,
浙商银行,2022,rwaAssetGrowthGap,available,,main,-2.671965,,,,
浙商银行,2022,pbChange,available,,main,-0.1457,,,,
浙商银行,2022,bondInvestment,available,,main,42508100.0,,,,
浙商银行,2022,fundInvestment,available,,main,12612800.0,,,,
浙商银行,2022,trustWmInvestment,available,,main,8411400.0,,,,
浙商银行,2022,tradAsset,available,,tushare,,18902000.0,,,
浙商银行,2022,fvociAssets,source_missing,三源均缺,,,,,,
浙商银行,2022,acAssets,source_missing,三源均缺,,,,,,
浙商银行,2022,htmInvest,source_missing,三源均缺,,,,,,
浙商银行,2022,afaAssets,source_missing,三源均缺,,,,,,
浙商银行,2022,debtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2022,otherDebtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2022,investmentAssetRatio,available,,main,24.23112,,,,
浙商银行,2022,fairValueChgGain,source_missing,三源均缺,,,,,,
浙商银行,2022,fxGain,source_missing,三源均缺,,,,,,
浙商银行,2022,investIncome,available,,tushare,,845400.0,,,
浙商银行,2022,otherNonInterestIncome,source_missing,三源均缺,,,,,,
浙商银行,2022,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
浙商银行,2022,operatingCashFlow,available,,main,16776500.0,16776500.0,,,
浙商银行,2022,cashflowInvAct,available,,tushare,,-13020100.0,,,
浙商银行,2022,cashflowFncAct,available,,tushare,,-2218400.0,,,
浙商银行,2022,depositGrowthCF,source_missing,三源均缺,,,,,,
浙商银行,2022,loanIssuanceCF,source_missing,三源均缺,,,,,,
浙商银行,2022,centralBankAdj,source_missing,三源均缺,,,,,,
浙商银行,2022,liquidityCoverageRatio,available,,main,148.11,,,,
浙商银行,2022,liquidityRatio,available,,main,58.46,,,,
浙商银行,2022,loanDepositRatio,source_missing,三源均缺,,,,,,
浙商银行,2023,roa,available,,main,0.5374,,,,
浙商银行,2023,roe,available,,main,9.45,,,,
浙商银行,2023,revenue,available,,main,6370400.0,6370400.0,,,
浙商银行,2023,netProfit,available,,main,1549300.0,1549300.0,,,
浙商银行,2023,coreRevenueGrowth,available,,main,1.38,,,,
浙商银行,2023,revenueGrowth,available,,main,4.29,,,,
浙商银行,2023,netProfitGrowth,available,,main,10.75,,,,
浙商银行,2023,ppopGrowth,available,,main,0.54,,,,
浙商银行,2023,costIncomeRatio,available,,main,29.96,29.9636,,,
浙商银行,2023,feeAssetRatio,available,,main,0.160312,0.1603,,,
浙商银行,2023,trueCoreNonInterest,available,,main,7.9116,,,,
浙商银行,2023,volatileIncomeShare,source_missing,三源均缺,,,,,,
浙商银行,2023,cashProfitRatio,available,,main,1254.547215,1254.5472,,,
浙商银行,2023,nim,available,,main,2.01,,,,
浙商银行,2023,nimGapBp,available,,main,-21.0,,,,
浙商银行,2023,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2023,earningAssetYield,available,,main,4.16,,,,
浙商银行,2023,interestLiabilityCost,available,,main,2.35,,,,
浙商银行,2023,realLoanDepositSpread,source_missing,三源均缺,,,,,,
浙商银行,2023,timeDepositShare,available,,main,61.455676,,,,
浙商银行,2023,corporateDemandDepositShare,available,,main,35.473366,,,,
浙商银行,2023,personalDemandDepositShare,available,,main,2.844438,,,,
浙商银行,2023,corporateTimeDeposit,available,,main,91417500.0,,,,
浙商银行,2023,personalTimeDeposit,available,,main,21715700.0,,,,
浙商银行,2023,npl,available,,main,1.44,,,,
浙商银行,2023,provisionCoverage,available,,main,182.6,,,,
浙商银行,2023,overdueRatio,available,,main,1.6264,,,,
浙商银行,2023,specialMentionRatio,available,,main,2.0535,,,,
浙商银行,2023,overdueNplDeviation,available,,main,1.1294,,,,
浙商银行,2023,hiddenNplExposure,available,,main,3.49,,,,
浙商银行,2023,personalLoanNpl,available,,main,1.91,,,,
浙商银行,2023,corporateLoanNpl,available,,main,1.37,,,,
浙商银行,2023,housingLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2023,consumerLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2023,businessLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2023,creditCardLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2023,housingLoanShare,available,,main,28.9187,,,,
浙商银行,2023,consumerLoanShare,available,,main,30.7767,,,,
浙商银行,2023,businessLoanShare,available,,main,37.2746,,,,
浙商银行,2023,retailRiskMax,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2023,retailRiskSpread,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2023,pb,available,,main,0.4366,,,,
浙商银行,2023,pbMid,available,,main,0.482,,,,
浙商银行,2023,peTtm,available,,tushare_market,,4.6657,,,
浙商银行,2023,divYield,available,,tushare_market,,0.0,,,
浙商银行,2023,divYieldTtm,available,,tushare_market,,6.4652,,,
浙商银行,2023,totalMarketValue,available,,tushare_market,,6921088.2627,,,
浙商银行,2023,turnoverRate,available,,tushare_market,,0.3475,,,
浙商银行,2023,cet1,available,,main,8.22,,,,
浙商银行,2023,cet1Buffer,available,,main,72.0,,,,
浙商银行,2023,carBuffer,available,,main,169.0,,,,
浙商银行,2023,rwaDensity,available,,main,61.8304,,,,
浙商银行,2023,estimatedRwa,available,,main,194387203.0,,,,
浙商银行,2023,estimatedRwaGrowth,available,,main,15.121256,,,,
浙商银行,2023,rwaProfitGrowthGap,available,,main,4.371256,,,,
浙商银行,2023,rwaAssetGrowthGap,available,,main,-4.785797,,,,
浙商银行,2023,pbChange,available,,main,-0.0269,,,,
浙商银行,2023,bondInvestment,available,,main,63677400.0,,,,
浙商银行,2023,fundInvestment,available,,main,14743000.0,,,,
浙商银行,2023,trustWmInvestment,available,,main,10479800.0,,,,
浙商银行,2023,tradAsset,available,,tushare,,23314100.0,,,
浙商银行,2023,fvociAssets,source_missing,三源均缺,,,,,,
浙商银行,2023,acAssets,source_missing,三源均缺,,,,,,
浙商银行,2023,htmInvest,source_missing,三源均缺,,,,,,
浙商银行,2023,afaAssets,source_missing,三源均缺,,,,,,
浙商银行,2023,debtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2023,otherDebtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2023,investmentAssetRatio,available,,main,28.277233,,,,
浙商银行,2023,fairValueChgGain,source_missing,三源均缺,,,,,,
浙商银行,2023,fxGain,source_missing,三源均缺,,,,,,
浙商银行,2023,investIncome,available,,tushare,,884300.0,,,
浙商银行,2023,otherNonInterestIncome,source_missing,三源均缺,,,,,,
浙商银行,2023,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
浙商银行,2023,operatingCashFlow,available,,main,19436700.0,19436700.0,,,
浙商银行,2023,cashflowInvAct,available,,tushare,,-20145900.0,,,
浙商银行,2023,cashflowFncAct,available,,tushare,,6944000.0,,,
浙商银行,2023,depositGrowthCF,source_missing,三源均缺,,,,,,
浙商银行,2023,loanIssuanceCF,source_missing,三源均缺,,,,,,
浙商银行,2023,centralBankAdj,source_missing,三源均缺,,,,,,
浙商银行,2023,liquidityCoverageRatio,available,,main,166.61,,,,
浙商银行,2023,liquidityRatio,available,,main,54.89,,,,
浙商银行,2023,loanDepositRatio,source_missing,三源均缺,,,,,,
浙商银行,2024,roa,available,,main,0.4851,,,,
浙商银行,2024,roe,available,,main,8.49,,,,
浙商银行,2024,revenue,available,,main,6765000.0,6765000.0,,,
浙商银行,2024,netProfit,available,,main,1569300.0,1569300.0,,,
浙商银行,2024,coreRevenueGrowth,available,,main,-5.56,,,,
浙商银行,2024,revenueGrowth,available,,main,6.19,,,,
浙商银行,2024,netProfitGrowth,available,,main,1.29,,,,
浙商银行,2024,ppopGrowth,available,,main,5.68,,,,
浙商银行,2024,costIncomeRatio,available,,main,30.25,30.2469,,,
浙商银行,2024,feeAssetRatio,available,,main,0.134925,0.1349,,,
浙商银行,2024,trueCoreNonInterest,available,,main,6.6327,,,,
浙商银行,2024,volatileIncomeShare,source_missing,三源均缺,,,,,,
浙商银行,2024,cashProfitRatio,available,,main,-767.718091,-767.7181,,,
浙商银行,2024,nim,available,,main,1.71,,,,
浙商银行,2024,nimGapBp,available,,main,-29.0,,,,
浙商银行,2024,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2024,earningAssetYield,available,,main,3.77,,,,
浙商银行,2024,interestLiabilityCost,available,,main,2.25,,,,
浙商银行,2024,realLoanDepositSpread,source_missing,三源均缺,,,,,,
浙商银行,2024,timeDepositShare,available,,main,73.540281,,,,
浙商银行,2024,corporateDemandDepositShare,available,,main,23.000192,,,,
浙商银行,2024,personalDemandDepositShare,available,,main,3.439826,,,,
浙商银行,2024,corporateTimeDeposit,available,,main,114891100.0,,,,
浙商银行,2024,personalTimeDeposit,available,,main,23968100.0,,,,
浙商银行,2024,npl,available,,main,1.38,,,,
浙商银行,2024,provisionCoverage,available,,main,178.67,,,,
浙商银行,2024,overdueRatio,available,,main,1.8128,,,,
浙商银行,2024,specialMentionRatio,available,,main,2.4066,,,,
浙商银行,2024,overdueNplDeviation,available,,main,1.3136,,,,
浙商银行,2024,hiddenNplExposure,available,,main,3.78,,,,
浙商银行,2024,personalLoanNpl,available,,main,1.78,,,,
浙商银行,2024,corporateLoanNpl,available,,main,1.36,,,,
浙商银行,2024,housingLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2024,consumerLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2024,businessLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2024,creditCardLoanNpl,source_missing,三源均缺,,,,,,
浙商银行,2024,housingLoanShare,available,,main,35.1285,,,,
浙商银行,2024,consumerLoanShare,available,,main,24.5293,,,,
浙商银行,2024,businessLoanShare,available,,main,40.3421,,,,
浙商银行,2024,retailRiskMax,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2024,retailRiskSpread,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2024,pb,available,,main,0.4691,,,,
浙商银行,2024,pbMid,available,,main,0.4527,,,,
浙商银行,2024,peTtm,available,,tushare_market,,5.258,,,
浙商银行,2024,divYield,available,,tushare_market,,5.5987,,,
浙商银行,2024,divYieldTtm,available,,tushare_market,,5.6357,,,
浙商银行,2024,totalMarketValue,available,,tushare_market,,7992209.0652,,,
浙商银行,2024,turnoverRate,available,,tushare_market,,1.7799,,,
浙商银行,2024,cet1,available,,main,8.38,,,,
浙商银行,2024,cet1Buffer,available,,main,88.0,,,,
浙商银行,2024,carBuffer,available,,main,211.0,,,,
浙商银行,2024,rwaDensity,available,,main,62.1058,,,,
浙商银行,2024,estimatedRwa,available,,main,206535289.0,,,,
浙商银行,2024,estimatedRwaGrowth,available,,main,6.249427,,,,
浙商银行,2024,rwaProfitGrowthGap,available,,main,4.959427,,,,
浙商银行,2024,rwaAssetGrowthGap,available,,main,0.471215,,,,
浙商银行,2024,pbChange,available,,main,0.0325,,,,
浙商银行,2024,bondInvestment,available,,main,65930200.0,,,,
浙商银行,2024,fundInvestment,available,,main,17509600.0,,,,
浙商银行,2024,trustWmInvestment,available,,main,9959900.0,,,,
浙商银行,2024,tradAsset,available,,tushare,,22887300.0,,,
浙商银行,2024,fvociAssets,source_missing,三源均缺,,,,,,
浙商银行,2024,acAssets,source_missing,三源均缺,,,,,,
浙商银行,2024,htmInvest,source_missing,三源均缺,,,,,,
浙商银行,2024,afaAssets,source_missing,三源均缺,,,,,,
浙商银行,2024,debtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2024,otherDebtInvestment,source_missing,三源均缺,,,,,,
浙商银行,2024,investmentAssetRatio,available,,main,28.085583,,,,
浙商银行,2024,fairValueChgGain,source_missing,三源均缺,,,,,,
浙商银行,2024,fxGain,source_missing,三源均缺,,,,,,
浙商银行,2024,investIncome,available,,tushare,,1133800.0,,,
浙商银行,2024,otherNonInterestIncome,source_missing,三源均缺,,,,,,
浙商银行,2024,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
浙商银行,2024,operatingCashFlow,available,,main,-12047800.0,-12047800.0,,,
浙商银行,2024,cashflowInvAct,available,,tushare,,-4443900.0,,,
浙商银行,2024,cashflowFncAct,available,,tushare,,12775400.0,,,
浙商银行,2024,depositGrowthCF,source_missing,三源均缺,,,,,,
浙商银行,2024,loanIssuanceCF,source_missing,三源均缺,,,,,,
浙商银行,2024,centralBankAdj,source_missing,三源均缺,,,,,,
浙商银行,2024,liquidityCoverageRatio,available,,main,322.75,,,,
浙商银行,2024,liquidityRatio,available,,main,90.36,,,,
浙商银行,2024,loanDepositRatio,source_missing,三源均缺,,,,,,
浙商银行,2025,roa,available,,main,0.3985,,0.4,special_metrics_long.csv:总资产收益率:p22,
浙商银行,2025,roe,available,,main,6.8,,,,
浙商银行,2025,revenue,available,,main,6251400.0,,62514.0,financials_core_long.csv:营业收入:p157,
浙商银行,2025,netProfit,available,,main,1356100.0,,13561.0,financials_core_long.csv:净利润:p158,
浙商银行,2025,coreRevenueGrowth,available,,main,-2.89,,,,
浙商银行,2025,revenueGrowth,available,,main,-7.59,,,,
浙商银行,2025,netProfitGrowth,available,,main,-13.59,,,,
浙商银行,2025,ppopGrowth,available,,main,-10.04,,,,
浙商银行,2025,costIncomeRatio,available,,main,32.09,,,,
浙商银行,2025,feeAssetRatio,available,,main,0.107782,,,,
浙商银行,2025,trueCoreNonInterest,available,,main,6.0019,,,,
浙商银行,2025,volatileIncomeShare,source_missing,三源均缺,,,,,,
浙商银行,2025,cashProfitRatio,available,,main,-93.967996,,,,
浙商银行,2025,nim,available,,main,1.6,,1.6,nim_long.csv:nim_pct:p29,nim_long.csv;special_metrics_long.csv
浙商银行,2025,nimGapBp,available,,main,-6.0,,,,
浙商银行,2025,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2025,earningAssetYield,available,,main,3.31,,3.31,nim_long.csv:average_yield_pct:p28,nim_long.csv
浙商银行,2025,interestLiabilityCost,available,,main,1.85,,1.85,nim_long.csv:average_cost_pct:p29,nim_long.csv
浙商银行,2025,realLoanDepositSpread,available,,annual_report_scraped,,,1.46,special_metrics_long.csv:净利差:p22,special_metrics_long.csv
浙商银行,2025,timeDepositShare,available,,main,75.365111,,,,
浙商银行,2025,corporateDemandDepositShare,available,,main,20.799338,,,,
浙商银行,2025,personalDemandDepositShare,available,,main,3.734918,,,,
浙商银行,2025,corporateTimeDeposit,available,,main,119121900.0,,,,
浙商银行,2025,personalTimeDeposit,available,,main,32083800.0,,,,
浙商银行,2025,npl,available,,main,1.36,,,,special_metrics_long.csv
浙商银行,2025,provisionCoverage,available,,main,155.37,,,,special_metrics_long.csv
浙商银行,2025,overdueRatio,available,,main,1.8141,,,,
浙商银行,2025,specialMentionRatio,available,,main,2.3629,,,,
浙商银行,2025,overdueNplDeviation,available,,main,1.3339,,,,
浙商银行,2025,hiddenNplExposure,available,,main,3.72,,,,
浙商银行,2025,personalLoanNpl,available,,main,2.45,,2.45,loan_npl_product_long.csv:个人贷款:p42,loan_npl_product_long.csv
浙商银行,2025,corporateLoanNpl,available,,main,1.1,,,,
浙商银行,2025,housingLoanNpl,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,loan_npl_product_long.csv
浙商银行,2025,consumerLoanNpl,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,loan_npl_product_long.csv
浙商银行,2025,businessLoanNpl,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,loan_npl_product_long.csv
浙商银行,2025,creditCardLoanNpl,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,loan_npl_product_long.csv
浙商银行,2025,housingLoanShare,available,,main,40.124,,,,
浙商银行,2025,consumerLoanShare,available,,main,25.4856,,,,
浙商银行,2025,businessLoanShare,available,,main,34.3904,,,,
浙商银行,2025,retailRiskMax,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2025,retailRiskSpread,calculation_input_missing,计算输入不足,,,,,,
浙商银行,2025,pb,available,,main,0.4706,,,,
浙商银行,2025,pbMid,available,,main,0.5267,,,,
浙商银行,2025,peTtm,available,,tushare_market,,5.9856,,,
浙商银行,2025,divYield,available,,tushare_market,,5.3947,,,
浙商银行,2025,divYieldTtm,available,,tushare_market,,5.1316,,,
浙商银行,2025,totalMarketValue,available,,tushare_market,,8349249.3328,,,
浙商银行,2025,turnoverRate,available,,tushare_market,,0.2776,,,
浙商银行,2025,cet1,available,,main,8.4,,,,special_metrics_long.csv
浙商银行,2025,cet1Buffer,available,,main,90.0,,,,
浙商银行,2025,carBuffer,available,,main,162.0,,,,
浙商银行,2025,rwaDensity,available,,main,60.8383,,,,
浙商银行,2025,estimatedRwa,available,,main,211783828.0,,,,
浙商银行,2025,estimatedRwaGrowth,available,,main,2.541231,,,,
浙商银行,2025,rwaProfitGrowthGap,available,,main,16.131231,,,,
浙商银行,2025,rwaAssetGrowthGap,available,,main,-2.136296,,,,
浙商银行,2025,pbChange,available,,main,0.0015,,,,
浙商银行,2025,bondInvestment,available,,main,73690400.0,,,,
浙商银行,2025,fundInvestment,available,,main,13683700.0,,,,
浙商银行,2025,trustWmInvestment,available,,main,9144900.0,,,,
浙商银行,2025,tradAsset,available,,annual_report_scraped,,,229795.0,financials_core_long.csv:交易性金融资产:p154,financials_core_long.csv
浙商银行,2025,fvociAssets,source_missing,三源均缺,,,,,,
浙商银行,2025,acAssets,source_missing,三源均缺,,,,,,
浙商银行,2025,htmInvest,source_missing,三源均缺,,,,,,
浙商银行,2025,afaAssets,source_missing,三源均缺,,,,,,
浙商银行,2025,debtInvestment,available,,annual_report_scraped,,,454851.0,financials_core_long.csv:债权投资:p154,financials_core_long.csv
浙商银行,2025,otherDebtInvestment,available,,annual_report_scraped,,,365397.0,financials_core_long.csv:其他债权投资:p154,financials_core_long.csv
浙商银行,2025,investmentAssetRatio,available,,main,27.726644,,,,
浙商银行,2025,fairValueChgGain,available,,annual_report_scraped,,,-2641.0,other_noninterest_income_long.csv:公允价值变动损益:p254,financials_core_long.csv;other_noninterest_income_long.csv
